,Unnamed: 0,path,mask_state,age,gender,class,pred,folder
17058,17058,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006405_female_Asian_18/mask3.jpg,Wear,18,female,3,0,006405_female_Asian_18
17066,17066,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006407_female_Asian_18/mask1.jpg,Wear,18,female,3,4,006407_female_Asian_18
17075,17075,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006408_female_Asian_18/incorrect_mask.jpg,Incorrect,18,female,9,6,006408_female_Asian_18
17080,17080,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006409_female_Asian_18/mask1.jpg,Wear,18,female,3,0,006409_female_Asian_18
17084,17084,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006409_female_Asian_18/mask4.jpg,Wear,18,female,3,0,006409_female_Asian_18
17085,17085,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006409_female_Asian_18/mask5.jpg,Wear,18,female,3,0,006409_female_Asian_18
17086,17086,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006409_female_Asian_18/mask3.jpg,Wear,18,female,3,4,006409_female_Asian_18
17115,17115,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006415_female_Asian_18/mask1.jpg,Wear,18,female,3,0,006415_female_Asian_18
17116,17116,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006415_female_Asian_18/normal.jpg,Not Wear,18,female,15,16,006415_female_Asian_18
17117,17117,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006415_female_Asian_18/incorrect_mask.jpg,Incorrect,18,female,9,6,006415_female_Asian_18
17118,17118,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006415_female_Asian_18/mask2.jpg,Wear,18,female,3,0,006415_female_Asian_18
17120,17120,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006415_female_Asian_18/mask5.jpg,Wear,18,female,3,0,006415_female_Asian_18
17121,17121,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006415_female_Asian_18/mask3.jpg,Wear,18,female,3,0,006415_female_Asian_18
17150,17150,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006421_female_Asian_18/mask1.jpg,Wear,18,female,3,1,006421_female_Asian_18
17151,17151,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006421_female_Asian_18/normal.jpg,Not Wear,18,female,15,16,006421_female_Asian_18
17153,17153,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006421_female_Asian_18/mask2.jpg,Wear,18,female,3,1,006421_female_Asian_18
17154,17154,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006421_female_Asian_18/mask4.jpg,Wear,18,female,3,1,006421_female_Asian_18
17155,17155,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006421_female_Asian_18/mask5.jpg,Wear,18,female,3,1,006421_female_Asian_18
17156,17156,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006421_female_Asian_18/mask3.jpg,Wear,18,female,3,1,006421_female_Asian_18
17159,17159,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006422_female_Asian_20/incorrect_mask.jpg,Incorrect,20,female,9,10,006422_female_Asian_20
17164,17164,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006423_female_Asian_18/mask1.jpg,Wear,18,female,3,4,006423_female_Asian_18
17171,17171,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006424_female_Asian_18/mask1.jpg,Wear,18,female,3,1,006424_female_Asian_18
17172,17172,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006424_female_Asian_18/normal.jpg,Not Wear,18,female,15,12,006424_female_Asian_18
17173,17173,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006424_female_Asian_18/incorrect_mask.jpg,Incorrect,18,female,9,6,006424_female_Asian_18
17174,17174,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006424_female_Asian_18/mask2.jpg,Wear,18,female,3,0,006424_female_Asian_18
17175,17175,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006424_female_Asian_18/mask4.jpg,Wear,18,female,3,0,006424_female_Asian_18
17176,17176,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006424_female_Asian_18/mask5.jpg,Wear,18,female,3,0,006424_female_Asian_18
17177,17177,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006424_female_Asian_18/mask3.jpg,Wear,18,female,3,0,006424_female_Asian_18
17178,17178,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006425_female_Asian_18/mask1.jpg,Wear,18,female,3,4,006425_female_Asian_18
17179,17179,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006425_female_Asian_18/normal.jpg,Not Wear,18,female,15,16,006425_female_Asian_18
17180,17180,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006425_female_Asian_18/incorrect_mask.jpg,Incorrect,18,female,9,10,006425_female_Asian_18
17181,17181,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006425_female_Asian_18/mask2.jpg,Wear,18,female,3,4,006425_female_Asian_18
17185,17185,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006426_female_Asian_18/mask1.jpg,Wear,18,female,3,4,006426_female_Asian_18
17186,17186,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006426_female_Asian_18/normal.jpg,Not Wear,18,female,15,13,006426_female_Asian_18
17187,17187,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006426_female_Asian_18/incorrect_mask.jpg,Incorrect,18,female,9,7,006426_female_Asian_18
17188,17188,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006426_female_Asian_18/mask2.jpg,Wear,18,female,3,4,006426_female_Asian_18
17189,17189,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006426_female_Asian_18/mask4.jpg,Wear,18,female,3,1,006426_female_Asian_18
17190,17190,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006426_female_Asian_18/mask5.jpg,Wear,18,female,3,4,006426_female_Asian_18
17191,17191,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006426_female_Asian_18/mask3.jpg,Wear,18,female,3,4,006426_female_Asian_18
17199,17199,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006428_female_Asian_18/mask1.jpg,Wear,18,female,3,4,006428_female_Asian_18
17200,17200,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006428_female_Asian_18/normal.jpg,Not Wear,18,female,15,16,006428_female_Asian_18
17201,17201,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006428_female_Asian_18/incorrect_mask.jpg,Incorrect,18,female,9,10,006428_female_Asian_18
17202,17202,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006428_female_Asian_18/mask2.jpg,Wear,18,female,3,4,006428_female_Asian_18
17203,17203,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006428_female_Asian_18/mask4.jpg,Wear,18,female,3,4,006428_female_Asian_18
17204,17204,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006428_female_Asian_18/mask5.jpg,Wear,18,female,3,4,006428_female_Asian_18
17205,17205,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006428_female_Asian_18/mask3.jpg,Wear,18,female,3,4,006428_female_Asian_18
17206,17206,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006429_female_Asian_18/mask1.jpg,Wear,18,female,3,4,006429_female_Asian_18
17207,17207,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006429_female_Asian_18/normal.jpg,Not Wear,18,female,15,16,006429_female_Asian_18
17208,17208,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006429_female_Asian_18/incorrect_mask.jpg,Incorrect,18,female,9,10,006429_female_Asian_18
17209,17209,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006429_female_Asian_18/mask2.jpg,Wear,18,female,3,4,006429_female_Asian_18
17210,17210,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006429_female_Asian_18/mask4.jpg,Wear,18,female,3,4,006429_female_Asian_18
17211,17211,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006429_female_Asian_18/mask5.jpg,Wear,18,female,3,4,006429_female_Asian_18
17220,17220,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006431_female_Asian_18/mask1.jpg,Wear,18,female,3,4,006431_female_Asian_18
17223,17223,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006431_female_Asian_18/mask2.jpg,Wear,18,female,3,1,006431_female_Asian_18
17225,17225,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006431_female_Asian_18/mask5.jpg,Wear,18,female,3,1,006431_female_Asian_18
17226,17226,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006431_female_Asian_18/mask3.jpg,Wear,18,female,3,1,006431_female_Asian_18
17232,17232,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006433_female_Asian_18/mask5.jpg,Wear,18,female,3,4,006433_female_Asian_18
17244,17244,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006435_female_Asian_18/mask2.jpg,Wear,18,female,3,4,006435_female_Asian_18
17248,17248,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006437_female_Asian_18/mask1.jpg,Wear,18,female,3,4,006437_female_Asian_18
17250,17250,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006437_female_Asian_18/incorrect_mask.jpg,Incorrect,18,female,9,10,006437_female_Asian_18
17251,17251,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006437_female_Asian_18/mask2.jpg,Wear,18,female,3,4,006437_female_Asian_18
17254,17254,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006437_female_Asian_18/mask3.jpg,Wear,18,female,3,4,006437_female_Asian_18
17255,17255,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006438_female_Asian_18/mask1.jpg,Wear,18,female,3,4,006438_female_Asian_18
17257,17257,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006438_female_Asian_18/incorrect_mask.jpg,Incorrect,18,female,9,10,006438_female_Asian_18
17258,17258,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006438_female_Asian_18/mask2.jpg,Wear,18,female,3,4,006438_female_Asian_18
17259,17259,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006438_female_Asian_18/mask4.jpg,Wear,18,female,3,4,006438_female_Asian_18
17260,17260,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006438_female_Asian_18/mask5.jpg,Wear,18,female,3,4,006438_female_Asian_18
17261,17261,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006438_female_Asian_18/mask3.jpg,Wear,18,female,3,4,006438_female_Asian_18
17269,17269,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006440_female_Asian_18/mask1.jpg,Wear,18,female,3,4,006440_female_Asian_18
17271,17271,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006440_female_Asian_18/incorrect_mask.jpg,Incorrect,18,female,9,10,006440_female_Asian_18
17272,17272,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006440_female_Asian_18/mask2.jpg,Wear,18,female,3,4,006440_female_Asian_18
17276,17276,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006441_female_Asian_18/mask1.jpg,Wear,18,female,3,4,006441_female_Asian_18
17277,17277,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006441_female_Asian_18/normal.jpg,Not Wear,18,female,15,12,006441_female_Asian_18
17279,17279,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006441_female_Asian_18/mask2.jpg,Wear,18,female,3,4,006441_female_Asian_18
17280,17280,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006441_female_Asian_18/mask4.jpg,Wear,18,female,3,0,006441_female_Asian_18
17282,17282,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006441_female_Asian_18/mask3.jpg,Wear,18,female,3,4,006441_female_Asian_18
17283,17283,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006442_female_Asian_18/mask1.jpg,Wear,18,female,3,4,006442_female_Asian_18
17285,17285,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006442_female_Asian_18/incorrect_mask.jpg,Incorrect,18,female,9,10,006442_female_Asian_18
17286,17286,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006442_female_Asian_18/mask2.jpg,Wear,18,female,3,4,006442_female_Asian_18
17287,17287,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006442_female_Asian_18/mask4.jpg,Wear,18,female,3,4,006442_female_Asian_18
17288,17288,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006442_female_Asian_18/mask5.jpg,Wear,18,female,3,4,006442_female_Asian_18
17289,17289,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006442_female_Asian_18/mask3.jpg,Wear,18,female,3,4,006442_female_Asian_18
17318,17318,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006447_female_Asian_18/mask1.jpg,Wear,18,female,3,4,006447_female_Asian_18
17324,17324,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006447_female_Asian_18/mask3.jpg,Wear,18,female,3,4,006447_female_Asian_18
17332,17332,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006449_female_Asian_18/mask1.jpg,Wear,18,female,3,0,006449_female_Asian_18
17335,17335,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006449_female_Asian_18/mask2.jpg,Wear,18,female,3,0,006449_female_Asian_18
17337,17337,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006449_female_Asian_18/mask5.jpg,Wear,18,female,3,0,006449_female_Asian_18
17339,17339,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006451_female_Asian_18/mask1.jpg,Wear,18,female,3,4,006451_female_Asian_18
17341,17341,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006451_female_Asian_18/incorrect_mask.jpg,Incorrect,18,female,9,6,006451_female_Asian_18
17342,17342,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006451_female_Asian_18/mask2.jpg,Wear,18,female,3,1,006451_female_Asian_18
17343,17343,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006451_female_Asian_18/mask4.jpg,Wear,18,female,3,4,006451_female_Asian_18
17344,17344,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006451_female_Asian_18/mask5.jpg,Wear,18,female,3,4,006451_female_Asian_18
17345,17345,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006451_female_Asian_18/mask3.jpg,Wear,18,female,3,1,006451_female_Asian_18
17353,17353,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006454_female_Asian_18/mask1.jpg,Wear,18,female,3,4,006454_female_Asian_18
17355,17355,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006454_female_Asian_18/incorrect_mask.jpg,Incorrect,18,female,9,10,006454_female_Asian_18
17356,17356,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006454_female_Asian_18/mask2.jpg,Wear,18,female,3,4,006454_female_Asian_18
17357,17357,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006454_female_Asian_18/mask4.jpg,Wear,18,female,3,4,006454_female_Asian_18
17358,17358,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006454_female_Asian_18/mask5.jpg,Wear,18,female,3,4,006454_female_Asian_18
17359,17359,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006454_female_Asian_18/mask3.jpg,Wear,18,female,3,4,006454_female_Asian_18
17360,17360,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006455_female_Asian_18/mask1.jpg,Wear,18,female,3,4,006455_female_Asian_18
17365,17365,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006455_female_Asian_18/mask5.jpg,Wear,18,female,3,4,006455_female_Asian_18
17369,17369,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006456_female_Asian_18/incorrect_mask.jpg,Incorrect,18,female,9,10,006456_female_Asian_18
17374,17374,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006460_female_Asian_18/mask1.jpg,Wear,18,female,3,0,006460_female_Asian_18
17376,17376,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006460_female_Asian_18/incorrect_mask.jpg,Incorrect,18,female,9,6,006460_female_Asian_18
17377,17377,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006460_female_Asian_18/mask2.jpg,Wear,18,female,3,0,006460_female_Asian_18
17378,17378,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006460_female_Asian_18/mask4.jpg,Wear,18,female,3,0,006460_female_Asian_18
17379,17379,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006460_female_Asian_18/mask5.jpg,Wear,18,female,3,0,006460_female_Asian_18
17380,17380,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006460_female_Asian_18/mask3.jpg,Wear,18,female,3,0,006460_female_Asian_18
17381,17381,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006461_female_Asian_18/mask1.jpg,Wear,18,female,3,1,006461_female_Asian_18
17382,17382,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006461_female_Asian_18/normal.jpg,Not Wear,18,female,15,16,006461_female_Asian_18
17383,17383,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006461_female_Asian_18/incorrect_mask.jpg,Incorrect,18,female,9,7,006461_female_Asian_18
17387,17387,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006461_female_Asian_18/mask3.jpg,Wear,18,female,3,4,006461_female_Asian_18
